Regulator	Target	MI	pvalue
MZF1	CCBL1	0.26045607330592624	0.0031681260384378573
AEBP1	CTSK	0.7207235519830874	0.0
ELP4	DNAJC24	0.2515961634016273	0.0
IRX5	STARD10	0.3972691429645867	0.0031681260384378573
GATAD2A	FBXL5	0.3719069748758491	1.3370095167997142E-5
SIRT3	CALU	0.35081555929003727	1.3370095167997142E-5
ZNF639	RCN2	0.2741309730440534	1.3370095167997142E-5
TCERG1	GCFC1	0.327621362508202	1.3370095167997142E-5
ZNF343	ESF1	0.21952785801222316	4.956476429285317E-8
SETD2	ATXN7	0.5235410567502016	4.956476429285317E-8
NCOA2	UBR5	0.6652727619509284	0.0
ZNF507	LRP6	0.4496203735425577	0.0
CSDC2	TMEM59L	0.2827484435702915	0.0
DNMT1	ORC1L	0.5148724525483035	0.0031681260384378573
HBP1	UBE2S	0.4798740879236493	0.0
ZNF296	CEBPA	0.2263642072208878	0.0031681260384378573
C17orf81	RPL26	0.3215410623721284	0.0
SPI1	CARD9	0.43094317400024257	4.956476429285317E-8
MDM4	NKTR	0.334213471336083	4.956476429285317E-8
ZBTB45	TRIM28	0.565263743326023	0.0
TRIP11	MPP5	0.4440282898636917	0.0
TBX21	C11orf21	0.7028910108616868	0.0031681260384378573
ZNF219	MYH7B	0.3210431166194332	0.0031681260384378573
SPIB	MAP4K1	0.672121096527448	0.0
HIRA	JOSD1	0.29104784548794393	4.956476429285317E-8
ELF2	CENPC1	0.5112608857942328	0.0
C20orf20	SMARCA2	0.37867669602231735	0.0031681260384378573
FLI1	CCDC69	0.6931276503325476	0.0
PCGF2	RPL23P8	0.16424474735047756	1.3370095167997142E-5
BZW1	ERLEC1	0.23144545692945187	1.3370095167997142E-5
ZNF524	NFKBIL1	0.5964812341578922	0.0
BPTF	NOL11	0.3610215858880415	4.956476429285317E-8
ZC3H13	VPS36	0.43813714592392317	0.0
TSHZ3	GPR161	0.46881840336793046	1.3370095167997142E-5
RCOR1	CDC42BPB	0.37077833818833544	1.3370095167997142E-5
ZBTB48	SPSB3	0.49762423351154617	1.3370095167997142E-5
GTF2H5	METTL5	0.2529423737804576	1.3370095167997142E-5
TGFBR1	LOX	0.3720406681109633	1.3370095167997142E-5
RPL6	SLC25A3	0.2633305474951273	1.3370095167997142E-5
ZNF624	MRPL4	0.3862297570610298	0.0031681260384378573
MAMSTR	NRM	0.19869070949580991	0.0031681260384378573
ZBTB16	MYH11	0.43431990776550594	1.3370095167997142E-5
ZEB2	OSTM1	0.4464382560562732	0.0
C17orf79	RNF135	0.28494946545804234	0.0
POLR3C	DAP3	0.3690606737087512	0.0031681260384378573
PRDM5	PKD2	0.5133118033412863	0.0
RBM9	TEAD1	0.43790052369621835	0.0031681260384378573
MIER1	RSBN1	0.4873749961497526	4.956476429285317E-8
VGLL3	NEXN	0.6423116484507827	4.956476429285317E-8
ZNF709	ZNF136	0.5475363193794416	0.0
ZNF599	HKR1	0.2675307699813385	0.0031681260384378573
BPTF	CDK12	0.5570198874107217	0.0031681260384378573
ZNF469	SCARF2	0.4282024554641099	4.956476429285317E-8
ZNF180	ZNF227	0.592929541984161	1.3370095167997142E-5
CHD2	INO80	0.4380728719064127	1.3370095167997142E-5
MSC	HS3ST3A1	0.41082737832957417	4.956476429285317E-8
CSRNP3	MLL	0.46491678987222385	1.3370095167997142E-5
ZNF180	ZNF283	0.506080415240362	4.956476429285317E-8
MZF1	MYL5	0.47400168737536036	4.956476429285317E-8
MAZ	PAQR4	0.42692819143726	0.0
SPI1	CHST13	0.2758456834193595	0.0
SOX10	ROPN1B	0.7690673665163279	0.0
TSHZ2	PROS1	0.7371637725981208	0.0
YAF2	TWF1	0.22720339847273607	0.0
HMGN1	EZH2	0.34392428460767044	0.0031681260384378573
TCF3	CHTF18	0.4285597532888481	0.0031681260384378573
ZSWIM4	MYO9B	0.3287405507551601	4.956476429285317E-8
POGK	UBQLN4	0.4247385904101284	0.0
HOXA1	ANXA1	0.5407434857563398	1.3370095167997142E-5
ZNF598	TRAF7	0.4912864426793138	0.0
ILF3	FUS	0.3348891978502868	0.0
RELB	NFKB2	0.7902298695270421	0.0
ZNF598	TRABD	0.47575707668096073	1.3370095167997142E-5
LOC643719	WDR27	0.2094812689368446	1.3370095167997142E-5
AIP	SART1	0.5528368146341043	0.0
ZBTB9	MED20	0.27584818776627795	0.0
GRHL2	ARFGEF1	0.3400564798615606	0.0031681260384378573
SNAPC4	INPP5E	0.446219434239298	0.0
SOX10	PROM1	0.6137144587940125	0.0
HDAC2	GTF3C6	0.3590515031021432	0.0
CCNH	XPA	0.31722768585657146	4.956476429285317E-8
NFIL3	NCOA7	0.44379057483096795	0.0
ECD	HSPA14	0.26534958293608	1.3370095167997142E-5
CAND1	MED14	0.4809017444759854	0.0
EBF1	LHFP	1.0800002545583758	0.0
VAV1	HCLS1	0.901826797443061	0.0
CAND2	RGMA	0.30822672904282067	0.0031681260384378573
FOXA1	RAB5B	0.37529397579367885	0.0
ASCC3	SEC63	0.46599215550428374	0.0
ZDHHC20	BLOC1S1	0.4911850610070365	0.0031681260384378573
MEIS3	TGFB3	0.29280796055680247	1.3370095167997142E-5
PHB	MYST2	0.2837762015337726	0.0031681260384378573
ZGPAT	GRIPAP1	0.37494082882967095	0.0031681260384378573
ZNF512	AGBL5	0.1977916563192912	0.0031681260384378573
LYL1	FAM199X	0.3393952919991503	0.0031681260384378573
MYBBP1A	RRP1	0.278411606311896	0.0031681260384378573
RAD54L2	SPEN	0.610268657135405	0.0031681260384378573
ZCCHC24	SLC1A7	0.7276538398550833	0.0
INHBA	CDH2	0.373446067119509	0.0
ZNF181	ZFP14	0.5581739263351658	0.0
THOC1	C17orf42	0.1611860154809701	0.0031681260384378573
FOXA1	RAB19	0.3663833190957744	0.0031681260384378573
ZCCHC14	SCN8A	0.2227776740744316	0.0031681260384378573
SOX10	PRMT2	0.2994752025566383	0.0031681260384378573
RPL6	NAP1L1	0.23916974334095883	4.956476429285317E-8
AEBP1	PPAPDC1A	0.7005210221014864	0.0
CALR	PDIA5	0.29477314520234327	0.0
CALR	PDIA6	0.4022755001459166	0.0
CALR	PDIA3	0.3534438927894363	0.0
CALR	PDIA4	0.4642427573407245	0.0
FOXQ1	FOXF2	0.3763272805019766	0.0
TFAP2B	GABRP	0.35956819038885995	4.956476429285317E-8
EBF1	FAM149A	0.4805310068227753	4.956476429285317E-8
SIRT3	C11orf35	0.3859932476243002	4.956476429285317E-8
PTRF	KIAA0427	0.36427837631904847	0.0
HOXA7	ANKRD35	0.5617508284843235	4.956476429285317E-8
HMG20A	EDC3	0.2519334398218842	0.0031681260384378573
AFF4	FBXW11	0.605815538804825	0.0
CNOT6	MAPK9	0.31673117397298967	4.956476429285317E-8
SIRT7	UBE2O	0.4078678282065671	0.0031681260384378573
PPM1A	NAA30	0.5736446608286769	0.0
SMARCB1	TOMM22	0.3878316200390768	0.0031681260384378573
ZNF200	KCTD5	0.22029733971293494	0.0
TSC22D2	ZBTB38	0.3523168465273969	0.0031681260384378573
ZFAND1	ANAPC10	0.18010586776811532	0.0031681260384378573
ZC3H14	ATXN3	0.33788885952205955	0.0
HDAC7	TAF2	0.36224934750000215	0.0031681260384378573
PHF1	CIRBP	0.37511163654424085	0.0031681260384378573
RREB1	ZKSCAN1	0.5300108808757358	0.0031681260384378573
PTTG1	PSMA5	0.4070050528368787	0.0031681260384378573
PFDN5	COMMD6	0.38515983320209757	0.0
CDK2	C12orf41	0.21396380587642816	0.0031681260384378573
SCAND1	C20orf134	0.43587329136912656	0.0031681260384378573
SCAND1	C20orf135	0.6096529032256984	0.0
ZNF215	CCND2	0.3708538497063014	0.0031681260384378573
NUFIP1	UFM1	0.2857783017423021	0.0
SIRT3	GAS2L3	0.37968994592585226	1.3370095167997142E-5
PRDM2	MFN2	0.2959079671149608	1.3370095167997142E-5
LDB1	ATP6V1E1	0.18582875463938892	1.3370095167997142E-5
ZNF211	ZNF17	0.4253630524890881	0.0031681260384378573
KCNH2	APLP1	0.2737395359996214	0.0
CCAR1	CLDN5	0.31342758497190437	0.0031681260384378573
EBF1	GPR124	0.7891487207722206	4.956476429285317E-8
KDM5B	ADSS	0.3312425300723449	1.3370095167997142E-5
FOXF2	MMP2	0.5490187119474488	4.956476429285317E-8
ZNF396	OSGEPL1	0.2530142422952142	0.0031681260384378573
LDB2	RGS5	0.6366215620848463	0.0
EGR3	PLEKHA4	0.28805812750257354	0.0031681260384378573
PFDN5	UXT	0.43964699170855176	4.956476429285317E-8
SNAI3	LAT	0.6477658502596035	1.3370095167997142E-5
PTTG1	TACC3	0.8163875523920442	0.0
RNF14	PLEKHO1	0.29460526022079025	0.0031681260384378573
ACVRL1	RILP	0.38865013173055574	0.0031681260384378573
TLE4	PLAGL1	0.6392453520498187	0.0031681260384378573
BHLHA15	FCRL5	0.2270230597062386	4.956476429285317E-8
ZDHHC24	TRAPPC5	0.5599957484751716	0.0031681260384378573
HCFC1	ZNF496	0.2731997331955931	0.0031681260384378573
NR2F6	REV3L	0.4847608440603768	0.0031681260384378573
FOXA1	TIGD6	0.34824457424540256	0.0031681260384378573
HDAC2	CCT4	0.31986924440234654	0.0031681260384378573
SOD2	SLC43A3	0.39771034918341974	0.0031681260384378573
NACC1	TJP3	0.3307758937386437	1.3370095167997142E-5
ITGB3BP	RABGGTB	0.2202010220084624	0.0
IRF9	PARP9	0.4391407626560076	1.3370095167997142E-5
FOXA1	CYB5R1	0.3520765541432975	0.0031681260384378573
ETV1	ST8SIA2	0.4321977335403506	4.956476429285317E-8
IFI16	FUT4	0.44143045074375864	1.3370095167997142E-5
MEOX1	DNASE1L3	0.7005339923391948	0.0
RBM9	C11orf48	0.4281764067204681	0.0031681260384378573
NCOA6	KPNB1	0.3864797035895805	1.3370095167997142E-5
TRAPPC2	TRA2A	0.14135412512297235	1.3370095167997142E-5
MEN1	PPP1CA	0.39353624313348856	4.956476429285317E-8
TFEC	IL10RA	0.7357098091247343	4.956476429285317E-8
PQBP1	NOL12	0.500370774121001	4.956476429285317E-8
SP3	CTDSPL2	0.5000745987189926	1.3370095167997142E-5
DMRTC1B	ICA1L	0.21731013173489333	0.0031681260384378573
HDAC2	CD24	0.31768463809083225	0.0
ZNF219	TLE2	0.28371559998843654	0.0
TBPL1	SEP15	0.19564855375404	0.0031681260384378573
NDUFA13	THAP4	0.46611235925941363	0.0031681260384378573
ERCC3	AMMECR1L	0.2504412605728043	0.0
HESX1	NT5C3	0.19814642172737806	0.0031681260384378573
THAP7	LMF2	0.4364099903884174	0.0
EZH1	SP2	0.2581170741496066	0.0031681260384378573
AKIRIN2	ATG5	0.34699059397605325	0.0
ZNF770	USP8	0.6413975384094923	0.0
HDAC2	CCNC	0.43280454364048193	0.0
MYCBP	PRDX1	0.22326084318351636	0.0031681260384378573
PSIP1	MFSD7	0.25931521099556964	0.0031681260384378573
SUDS3	ACTR6	0.29193124598633097	0.0
ARID2	LRBA	0.5298126945852751	4.956476429285317E-8
PUF60	GPAA1	0.6342317889824414	4.956476429285317E-8
ZNF688	NUBP2	0.7211490178364023	4.956476429285317E-8
YEATS2	MGST2	0.3166416189289742	0.0
SOD2	ACSL4	0.41806171382838	0.0031681260384378573
ZBTB48	HEXDC	0.4673601650294632	4.956476429285317E-8
E2F6	AMZ2	0.16148452045949013	0.0031681260384378573
SERTAD3	CAPNS1	0.29124413055926235	0.0031681260384378573
AEBP1	CYS1	0.7477114296014877	0.0
ETS1	CPNE8	0.7283535298955239	0.0
ZUFSP	LRP11	0.20296210401515724	0.0031681260384378573
SIRT6	MAP2K2	0.8522681698928585	0.0
TADA2B	LOC93622	0.25896954828899743	1.3370095167997142E-5
TCEB1	TOMM6	0.3683728243552065	4.956476429285317E-8
ELL3	CKMT1B	0.20478743355981122	0.0031681260384378573
KCNIP3	KIF7	0.24879143528716874	1.3370095167997142E-5
XBP1	DUSP5	0.2610279326457423	0.0031681260384378573
HDAC7	INPP5E	0.29672270144319945	0.0031681260384378573
CCNH	TXNDC15	0.2877902811186644	4.956476429285317E-8
HCFC1	ZNF710	0.2570641864966034	0.0
MAX	VTI1B	0.2559014097278185	1.3370095167997142E-5
HCLS1	HLA-E	0.5904330914172483	1.3370095167997142E-5
ZNF709	ZNF564	0.4856480436541265	0.0
MDFIC	KCTD12	0.6148427919840558	1.3370095167997142E-5
FOXD1	PTPRT	0.24533595020735532	1.3370095167997142E-5
PTTG1	PSRC1	0.5083208716697516	1.3370095167997142E-5
VENTX	PLB1	0.33604066801915433	4.956476429285317E-8
NFATC3	CSNK2A2	0.372836715369592	0.0
TSFM	DIABLO	0.3466913636422062	0.0031681260384378573
MED29	EID2	0.24481479682564355	4.956476429285317E-8
MLL2	SETD1B	0.31693609288132735	0.0
HLF	MXI1	0.284977432785497	4.956476429285317E-8
C5orf41	SNRPC	0.5607126784042561	0.0
C5orf41	SNRPF	0.4741714791321538	4.956476429285317E-8
C5orf41	SNRPG	0.4678549359054201	0.0
SCAP	SLC26A6	0.15144255288837094	0.0031681260384378573
ZNF335	GTPBP5	0.3267311637080601	1.3370095167997142E-5
TIMELESS	ZWINT	0.6702158315403273	0.0
ILF2	HDGF	0.6238768625549993	0.0
MYB	CA8	0.22209122433606332	0.0
NMI	LOC400759	0.4466302615512688	4.956476429285317E-8
LASS5	DTX3	0.2729727229391193	1.3370095167997142E-5
KAT5	B3GNT1	0.23312242365701663	0.0031681260384378573
ZNRD1	LSM2	0.48999901291122505	0.0031681260384378573
NFKBIB	GNPDA2	0.3254622159945617	4.956476429285317E-8
CSDE1	DDX20	0.3821786716341647	4.956476429285317E-8
HEXIM1	RUNDC1	0.383602337545391	0.0
SUZ12	CDC27	0.40050647633454173	0.0
HMGA2	C11orf41	0.3028365620399171	1.3370095167997142E-5
SCYL1	MUS81	0.4677506775636771	0.0
PPARG	CIDEC	0.6528006135566039	0.0
GLRX2	RBM34	0.38320971062302434	0.0
PASK	CHTF18	0.3044644917470161	0.0
TCEAL7	MAB21L1	0.6996741264546271	0.0
ZNF688	C17orf59	0.527882245571969	0.0
BUD31	COX5B	0.42886866427749304	0.0031681260384378573
ZNF398	ORC5L	0.261095990115422	0.0
FOXN1	SILV	0.18834476987516702	4.956476429285317E-8
DNLZ	SDCCAG1	0.44042787847956744	0.0031681260384378573
SUV39H2	XPOT	0.3953447712145821	4.956476429285317E-8
ZNF644	FNBP1L	0.434445254016684	1.3370095167997142E-5
ILF3	SMARCA4	0.5535925523062548	0.0
EP300	TUG1	0.4082734088710168	0.0
NRK	BNC2	0.33545809967978246	0.0031681260384378573
SUV39H2	XPO5	0.4671921839483247	1.3370095167997142E-5
NRL	FAM158A	0.2853067183195286	0.0031681260384378573
PPM1A	FBXO8	0.3080813947755708	4.956476429285317E-8
ATAD2	MYBL1	0.48047151212804007	0.0
LDB2	RHOJ	1.0964107665823746	1.3370095167997142E-5
MAPK1	CRKL	0.5209131004420827	0.0
ZBTB24	SEC63	0.4418710579402676	0.0
FOXC1	FOSL1	0.37166147687103623	0.0031681260384378573
TRPS1	CA12	0.2966815523151203	1.3370095167997142E-5
ZC3H7B	POLR3H	0.33232525898507526	0.0
ORC2L	SF3B1	0.5170018811485089	0.0
ZGPAT	WASH7P	0.5156710761723022	1.3370095167997142E-5
ZNF609	CSNK1G1	0.5844141552634813	0.0
HSF4	YJEFN3	0.3121543935299465	0.0
ZGPAT	WASH5P	0.36377151425908644	4.956476429285317E-8
EBF1	CCDC85A	0.5377259584860806	0.0
ZNF709	ZNF627	0.5287498327469654	0.0
ZGPAT	WASH3P	0.6265672194580086	0.0
TARBP2	OBFC2B	0.44851129158533815	1.3370095167997142E-5
DGKQ	WDR1	0.21689066882009977	0.0031681260384378573
ZGPAT	WASH2P	0.518342310462133	1.3370095167997142E-5
PIAS1	CLPX	0.4699096272548249	0.0031681260384378573
GZF1	CDS2	0.21839756830119778	1.3370095167997142E-5
ZFYVE27	HMGXB3	0.22417379160119388	0.0031681260384378573
FOXH1	CYHR1	0.4449474521040171	0.0
ZNF524	NDUFS7	0.6668759548565435	1.3370095167997142E-5
MORF4L1	MAP2K1	0.22369873588770917	4.956476429285317E-8
NR3C1	KCTD12	0.5950952440900463	0.0
ZNF763	KLHDC1	0.4086602039696762	0.0
TAF6L	INTS5	0.31028749840439984	1.3370095167997142E-5
EFCAB6	LOC92973	0.25205531080847154	0.0031681260384378573
ZCCHC24	KANK2	0.7126095866197495	0.0
MYBL2	ZFP2	0.3563519528427781	0.0031681260384378573
ZDHHC12	TMUB1	0.49969623728776646	0.0031681260384378573
IKZF1	PARP15	0.8112293458452331	0.0
ATF6B	VARS	0.3024950785629599	0.0031681260384378573
ZNF653	TRMT1	0.5003544586667693	4.956476429285317E-8
CSDE1	TAF13	0.33094428759513883	1.3370095167997142E-5
NDUFA13	USE1	0.5934845018750898	0.0031681260384378573
SLC30A9	DHX15	0.4370783707146708	0.0
MEF2C	DISC1	0.5754773208876243	0.0031681260384378573
TFDP2	KPNA4	0.22688783754375863	0.0031681260384378573
KCNH3	NTF4	0.3361540631348586	0.0
SCAP	PLXNB1	0.2570712404038474	0.0
SIRT6	RBM42	0.67271122709438	0.0
FOXC1	C5orf27	0.3784660707822528	1.3370095167997142E-5
ZNF692	TUBB8	0.3041043329518103	0.0031681260384378573
ZNF581	RPL13AP20	0.37276351680529884	0.0
MLL2	CCNT1	0.6473330880174907	0.0
ZNF414	ALKBH7	0.7019717188199934	0.0
HMBOX1	FUT10	0.31866083915227406	0.0031681260384378573
ZC3HC1	C7orf68	0.1803082255117864	4.956476429285317E-8
MLL4	GGA3	0.2241668421410934	0.0
ZNF219	HDAC7	0.3949770500838616	1.3370095167997142E-5
MLXIP	PPARGC1B	0.34682827222322715	4.956476429285317E-8
BRIP1	INTS2	0.3903515631980633	0.0
SMARCB1	DDT	0.37687303915578735	0.0
ZMYND17	GLTSCR2	0.3189428185148353	0.0
FOXJ2	KDM5A	0.4162828900968495	0.0
MLL4	TECPR1	0.2926746860864398	4.956476429285317E-8
MAFB	CMTM3	0.3319715348391098	1.3370095167997142E-5
VPS72	PIPSL	0.47351757387004695	0.0
ZC3HC1	C7orf49	0.23587484630141642	0.0
ZNF444	ZNF579	0.6147619643169807	4.956476429285317E-8
ZNF594	ZFP3	0.4925581417945196	0.0
ZNF521	NPR2	0.671381676438263	4.956476429285317E-8
PHF1	RNF215	0.3284119331669032	1.3370095167997142E-5
MLXIPL	PLIN1	0.5624958361907539	0.0
MLXIPL	PLIN4	0.4927565473152661	0.0
CREB3L1	SPARC	0.32666413709082515	1.3370095167997142E-5
TARBP2	MCRS1	0.6372991397417687	0.0
STAT2	NLRC5	0.438892103883914	0.0031681260384378573
NIF3L1	MAPKAPK5	0.21074723222891856	0.0031681260384378573
ATOH8	CFD	0.45883094997863977	1.3370095167997142E-5
MLL	DIXDC1	0.47862571582219027	0.0031681260384378573
RSF1	RIF1	0.6255481331016197	0.0
ZNF319	ANKRD11	0.39288580842163245	0.0
LMX1B	ZER1	0.2922815957513054	0.0
ZNF532	WWTR1	0.43023065085109824	1.3370095167997142E-5
PTTG1	H2AFZ	0.7934519926764266	0.0
PTTG1	H2AFX	0.5270682583939996	1.3370095167997142E-5
GTF2IRD2	SUGT1L1	0.339678044829139	0.0
KLF2	TNFSF12	0.45146087494618703	4.956476429285317E-8
DMD	ALDH1A3	0.47379093430491936	0.0031681260384378573
ZNF221	ZNF573	0.5677132869936901	0.0031681260384378573
TEAD3	AMZ2	0.18696518215012592	0.0031681260384378573
MYST2	UBE2Z	0.39763237491263104	0.0
MRPL12	P4HB	0.4533060542500199	0.0
CYTL1	FCER1A	0.4387271015964635	0.0
ZNF596	FBXO25	0.36323198745966956	0.0
ZFYVE19	FAM82A2	0.3265080050660175	0.0
NDN	ST6GALNAC6	0.45990486056595814	0.0031681260384378573
ZNF446	MEIS3	0.3354976060796844	1.3370095167997142E-5
GLI2	TMEM119	0.5370234262864992	0.0031681260384378573
DNAJB6	PRKAG2	0.18619529766013188	0.0
HMGA1	C5orf36	0.3753248060349259	0.0031681260384378573
ZGPAT	AZI1	0.6573438541014218	0.0
ZGPAT	RABEP2	0.5859701015266822	0.0
KCNH8	DDX26B	0.444372767541966	0.0031681260384378573
SBNO2	RELB	0.3517007277300894	0.0031681260384378573
TBX18	PRICKLE1	0.6340837519901236	4.956476429285317E-8
ZDHHC1	SHISA4	0.2484495608597519	4.956476429285317E-8
TCEB2	MTX1	0.5272630427818292	1.3370095167997142E-5
TFAM	VPS26A	0.3722720319319984	0.0
IRX1	CNN1	0.510119334190747	1.3370095167997142E-5
NFATC3	DYNC1LI2	0.49515566169070324	0.0
MKL1	FHL3	0.3242760000614313	0.0031681260384378573
MZF1	MST1	0.4473411383415823	0.0
CREBZF	SNORA8	0.2653846011689024	0.0
IFI16	TRIM22	0.6594404895863603	0.0
MYST2	NMT1	0.29067556618924123	0.0
MYNN	DCUN1D1	0.48986561556278013	1.3370095167997142E-5
KLF13	IQSEC1	0.2835067953741526	0.0031681260384378573
FLI1	PTGER2	0.4289357797668194	0.0031681260384378573
SUZ12	RPRD1A	0.2935071448696185	4.956476429285317E-8
FLI1	PTGER4	0.7500586875109755	0.0
RUNX1	RBMS3	0.28421728952663905	0.0031681260384378573
AFF4	FBXO38	0.5906781806240667	0.0
TCEAL1	TCEAL4	0.7375561491753657	0.0
LASS5	EBF4	0.27008405469665686	0.0
ZNF420	ZFP30	0.5381502282533779	1.3370095167997142E-5
BHLHE41	SSPN	0.6863893766243078	0.0
STAT5A	STAT5B	0.569312685317374	0.0
SOX6	DMD	0.42380552864861	0.0
TCEB1	GPRASP1	0.3570507728803425	0.0031681260384378573
HOXC9	DNAJB9	0.20709707167692648	0.0031681260384378573
TCF3	RELT	0.3167725118094792	1.3370095167997142E-5
ZNF668	IER5L	0.4867016145303865	0.0
ELL	SIN3B	0.3141184146243251	1.3370095167997142E-5
RPS6KA4	ARPC1B	0.4410166416957174	0.0
SND1	EIF3B	0.2487122934587549	0.0031681260384378573
MTF2	CCDC18	0.34357541072981745	0.0
SOX17	ARHGEF15	0.8737981627881999	0.0
ZNF208	ZNF676	0.5896362863074336	0.0
SMARCC1	MARCH2	0.3646809806625647	1.3370095167997142E-5
ZNF212	ACTR3B	0.2727150375589547	1.3370095167997142E-5
DMD	C2orf88	0.6387282971232716	0.0
MKL1	FAM118A	0.24081104233180411	0.0
CEBPA	RARRES2	0.30677591671598636	1.3370095167997142E-5
E2F1	AURKB	0.8197892742684773	4.956476429285317E-8
ZNF524	ZNF581	0.5237002546984998	1.3370095167997142E-5
ZNF524	ZNF580	0.4951437166219786	0.0
FOXM1	C10orf26	0.35221369861406654	0.0
CENPF	KIF20A	0.9330888520762701	0.0
CENPF	KIF20B	0.561395065000018	4.956476429285317E-8
MTERFD3	TTC7A	0.24313513722227098	0.0031681260384378573
AEBP1	GRIN2D	0.33075571926328157	1.3370095167997142E-5
ZBTB5	DSC2	0.31075843240418377	1.3370095167997142E-5
ZNF622	OS9	0.2740382226415725	0.0031681260384378573
SMAD2	YES1	0.3085265587662833	0.0031681260384378573
NRG1	DZIP1	0.48650829904173276	1.3370095167997142E-5
MEF2D	ASB16	0.2543450680521442	0.0
BBX	KIAA2018	0.6421760601812554	0.0
ZNF668	CORO7	0.45260911211179167	0.0031681260384378573
MTERFD3	TTC18	0.27418239960832586	4.956476429285317E-8
MEF2D	HMGB1	0.2150254071793598	0.0031681260384378573
RPL6	LTA4H	0.22838565025594537	0.0
MACC1	DHX32	0.18522975023830565	4.956476429285317E-8
IKZF5	ACADSB	0.40428528973774724	0.0
LDB2	S1PR1	0.9551119243152246	0.0031681260384378573
ZDHHC12	REEP4	0.41238597100111074	1.3370095167997142E-5
E2F4	GFOD2	0.2928176790548667	1.3370095167997142E-5
MAP2K1	MORF4L1	0.22421164664314816	4.956476429285317E-8
AEBP1	COMP	0.5858888584840828	0.0
GAS7	CCDC80	0.8004483260752326	0.0
EID2B	LOC338758	0.2504049957513308	0.0031681260384378573
SP140	MCOLN2	0.533190343330512	0.0
CREB3L1	PRPSAP1	0.2210976506514236	4.956476429285317E-8
ZBTB7B	DRAM1	0.22863258079360166	1.3370095167997142E-5
MLL	PRDM10	0.5444451723497193	0.0
IL16	FLI1	0.7267208232550468	0.0
ZNF469	PTK7	0.3370633317921102	0.0
RNF6	PARP4	0.3751555749784493	0.0
MAFK	LMNA	0.4257524804838725	0.0
ZNF423	LRRC4C	0.2859858774454038	0.0031681260384378573
ACVRL1	HSPA12B	0.7025123471407306	0.0
ZCCHC17	TAF12	0.27822977915564784	0.0031681260384378573
STRN3	TRAPPC6B	0.40928747655099285	0.0
ZBTB43	KIAA2026	0.4202744725878804	4.956476429285317E-8
HOXC8	TBX5	0.4341694317484938	4.956476429285317E-8
ASXL2	FAM168A	0.6765637160786013	0.0
XBP1	PATZ1	0.39319487055748364	0.0
ZNF687	EVPL	0.2798023428416079	0.0031681260384378573
GLRX2	AIDA	0.2201013372860951	0.0
SUPT3H	RWDD3	0.16900993599236075	1.3370095167997142E-5
SRF	COL11A2	0.30698585962769354	0.0031681260384378573
ZNF444	ZNF446	0.5721576136258735	0.0
FOXQ1	CCNA1	0.2798552743357619	4.956476429285317E-8
PEX14	KIAA2013	0.4454086202664882	0.0
E4F1	NUBP2	0.8938874578090292	1.3370095167997142E-5
NPAT	MED17	0.31072588307347954	4.956476429285317E-8
HMGA1	FRY	0.4085531317553753	4.956476429285317E-8
IGHMBP2	CDKN1B	0.15417685523794122	0.0031681260384378573
NKX3-1	SH2D4A	0.16503007752641263	1.3370095167997142E-5
TCEA2	C2orf81	0.42004810712101676	4.956476429285317E-8
ZNF362	RNF14	0.23638964288360786	0.0031681260384378573
MYSM1	NKTR	0.4513765077502322	1.3370095167997142E-5
ZNF747	ZNF764	0.49683891651578616	0.0
ZNF747	ZNF768	0.4955526685805934	4.956476429285317E-8
TARBP2	C12orf44	0.48882041631027956	0.0
FHL2	ACTN1	0.21493838594487258	0.0031681260384378573
MLL2	C12orf51	0.6025402696129926	0.0
LBH	LAYN	0.4323509429868167	0.0
TARBP2	C12orf10	0.4720467823806201	0.0
ZNF789	CCT6P1	0.2996510887265741	1.3370095167997142E-5
SPEN	TCEB3	0.2517417227602108	0.0031681260384378573
KDM4A	PTPRF	0.2913556288800959	0.0
HIPK1	HIAT1	0.4555217090896126	4.956476429285317E-8
SAP130	TET3	0.3597105432822449	1.3370095167997142E-5
NRIP2	RASL12	0.5435641464641516	0.0031681260384378573
NCOA2	CCNT1	0.8294163624952549	0.0031681260384378573
TCEAL2	PDZD4	0.33321665141571377	0.0031681260384378573
NDN	CYP11A1	0.5595472696124477	0.0
RPL7	RSL1D1	0.2582913630742024	0.0
ZNF397	ZNF236	0.48618052504752257	0.0
ZNF524	ZNF787	0.6981145237813245	0.0
ZNF593	LSM10	0.45889578514199747	0.0031681260384378573
BPTF	DHX40	0.4957375727016582	4.956476429285317E-8
ZNF446	FNDC3B	0.44303702676985446	0.0031681260384378573
MYBL2	C10orf32	0.38144374440885204	4.956476429285317E-8
ZNF844	TMSB10	0.4628598744342858	0.0
KDM2B	GSG2	0.33789634151768366	4.956476429285317E-8
LCOR	PANK3	0.5295739944892384	0.0031681260384378573
MSC	BASP1	0.3445115627364672	0.0
TP63	CD207	0.2270352486829803	0.0
FABP4	ADH1B	1.2761792774832545	0.0
RFXAP	NIPSNAP3B	0.2863120714951798	1.3370095167997142E-5
ETS1	MSN	0.5767603303063739	0.0
SAP18	MTIF3	0.4750645392111422	0.0
ZNF524	ZNF784	0.5193419480222385	0.0031681260384378573
ZCCHC3	PANK2	0.18726577295534366	1.3370095167997142E-5
AEBP1	CPN2	0.3375602674864746	0.0
KLHL31	CIDEC	0.4025008733339546	4.956476429285317E-8
